transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit
2222,28,2836,2017-04-07,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,1316301.2904
2223,19,1067,2017-01-22,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,34115.0,86.5921
2224,50,333,2017-01-12,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37220.0,23203.408799999997
2225,35,3490,2017-07-02,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,1340089.87
2226,50,3132,2017-07-05,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0,23203.408799999997
2227,35,2170,2017-10-13,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,163279.544
2228,25,2952,2017-02-17,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,42295.0,2413611.2440000004
2229,64,1051,2017-03-22,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40410.0,3479856.996
2230,99,1311,2017-11-13,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,33364.0,946144.1325999999
2231,30,2563,2017-02-26,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,40618.0,335853.513
2232,39,331,2017-07-15,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38750.0,1055890.62
2233,0,2073,2017-02-23,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,33888.0,39988.993800000004
2234,54,2201,2017-11-30,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42295.0,17375.7696
2235,62,2064,2017-03-09,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,40487.0,142835.95520000003
2236,80,2266,2017-01-06,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,876594.4319999999
2237,67,479,2017-02-19,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,33879.0,205019.80199999997
2238,63,3304,2017-04-14,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,147711.888
2239,0,3326,2017-04-30,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42404.0,2730.9884
2240,100,1203,2017-12-23,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,213900.34649999999
2241,12,158,2017-02-11,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,198953.84
2242,55,2935,2017-01-24,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,1134165.2044
2243,38,1460,2017-06-08,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,42226.0,813414.5124
2244,32,2347,2017-04-22,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,834024.6
2245,41,686,2017-09-11,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345.0,718000.3859999999
2246,47,524,2017-05-31,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,2635114.3940000003
2247,73,227,2017-12-04,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,648178.3674
2248,0,296,2017-12-22,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,41434.0,105421.7341
2249,63,2029,2017-02-26,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,147711.888
2250,34,5,2017-08-16,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526.0,359939.58160000003
2251,35,877,2017-04-06,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,36498.0,163279.544
2252,79,2138,2017-02-09,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,1406722.0182
2253,0,2443,2017-12-18,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,7552.341
2254,45,1653,2017-02-15,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,41064.0,37522.2351
2255,33,2640,2017-10-24,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,1530686.5392000002
2256,42,734,2017-10-02,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,2915729.0
2257,31,2908,2017-12-29,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,36361.0,39988.993800000004
2258,33,704,2017-07-31,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,1530686.5392000002
2259,91,3409,2017-08-25,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,7552.341
2260,26,1735,2017-02-05,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1519868.2059
2261,1,2,2017-05-04,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,40784.0,1340089.87
2262,54,2272,2017-09-17,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,17375.7696
2263,34,361,2017-04-14,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,359939.58160000003
2264,82,1936,2017-02-28,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,36145.0,791619.7152
2265,95,834,2017-09-28,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,300972.59079999995
2266,91,2732,2017-11-20,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,7552.341
2267,90,738,2017-02-02,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37539.0,105421.7341
2268,49,3010,2017-07-31,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,213473.35629999998
2269,98,1813,2017-04-29,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,77064.6017
2270,68,605,2017-10-17,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,37499.0,73185.799
2271,0,1674,2017-11-12,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,300972.59079999995
2272,44,2762,2017-08-07,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,192466.04640000002
2273,92,2508,2017-05-01,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36145.0,1782006.9936
2274,1,1513,2017-03-20,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38573.0,1340089.87
2275,3,92,2017-11-26,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,36361.0,813414.5124
2276,22,2843,2017-01-01,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42404.0,2730.9884
2277,54,2778,2017-04-02,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,17375.7696
2278,5,2072,2017-07-23,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,264167.7544
2279,69,2348,2017-04-26,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,471521.77199999994
2280,37,2652,2017-12-07,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40336.0,446241.2526
2281,39,1881,2017-04-25,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39526.0,1055890.62
2282,2,2968,2017-01-10,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,310081.2858
2283,56,2844,2017-02-21,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,36146.0,25354.294
2284,71,1418,2017-04-21,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,40553.0,2037808.79
2285,95,3216,2017-12-30,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,42458.0,300972.59079999995
2286,75,3099,2017-03-11,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38193.0,1619016.3815000001
2287,29,1100,2017-10-31,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,221453.1606
2288,84,3262,2017-03-23,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,62523.9868
2289,38,1440,2017-11-16,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33455.0,813414.5124
2290,1,1176,2017-06-02,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,1340089.87
2291,23,5,2017-03-03,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,422047.5544
2292,17,1861,2017-12-01,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,39880.0,629960.968
2293,22,159,2017-01-06,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,2730.9884
2294,70,372,2017-11-29,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38193.0,147441.9996
2295,83,2581,2017-04-15,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,38482.0,1406722.0182
2296,32,1101,2017-03-15,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,135847.499
2297,34,3468,2017-12-04,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,359939.58160000003
2298,90,1082,2017-10-11,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,105421.7341
2299,60,1438,2017-09-11,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,36146.0,3479856.996
2300,50,2430,2017-08-17,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,23203.408799999997
2301,47,369,2017-06-14,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,35470.0,2635114.3940000003
2302,8,205,2017-04-20,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,33549.0,2582757.7776
2304,42,2280,2017-04-09,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,2915729.0
2305,45,1470,2017-07-06,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,39298.0,229828.1391
2306,16,1191,2017-06-07,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165.0,2458162.4912
2307,20,149,2017-03-02,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,35160.0,2806614.4307
2308,81,973,2017-11-01,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,748186.5004
2309,70,2166,2017-02-12,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,147441.9996
2310,15,1925,2017-05-10,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35378.0,718000.3859999999
2311,3,1502,2017-08-17,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,39298.0,813414.5124
2312,0,3325,2017-11-15,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,221453.1606
2313,79,1991,2017-08-14,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35455.0,1272479.9958
2314,0,3250,2017-07-29,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,38647.0,4051.1387999999997
2315,36,3402,2017-02-24,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,479683.40319999994
2316,1,73,2017-01-09,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,33549.0,1340089.87
2317,77,1997,2017-07-02,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,986170.481
2318,6,315,2017-09-08,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,31158.032399999996
2319,35,756,2017-11-15,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40618.0,163279.544
2320,15,2353,2017-08-11,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345.0,718000.3859999999
2321,18,370,2017-09-10,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,39880.0,248200.24149999997
2322,4,2758,2017-02-27,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,764962.9924000001
2323,82,3285,2017-03-19,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,38339.0,791619.7152
2324,39,1130,2017-07-04,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,1055890.62
2325,28,727,2017-01-23,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,1316301.2904
2326,79,1407,2017-05-01,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,42218.0,1272479.9958
2327,23,858,2017-12-19,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36367.0,456733.106
2328,52,2753,2017-07-12,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,34170.0,1062005.0628
2329,7,1076,2017-10-02,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,229828.1391
2330,53,374,2017-09-14,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,34170.0,80790.6372
2331,42,2880,2017-07-28,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,2915729.0
2332,37,658,2017-01-11,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,35560.0,446241.2526
2333,3,1138,2017-01-14,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40649.0,813414.5124
2334,84,2991,2017-07-06,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,62523.9868
2335,30,2327,2017-05-18,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,335853.513
2336,90,2577,2017-03-24,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,42458.0,105421.7341
2337,88,3020,2017-03-21,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,39880.0,2458162.4912
2338,85,1983,2017-03-10,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367.0,154562.1504
2339,95,3265,2017-06-27,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,1002075.6888
2340,7,2251,2017-12-15,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,1530686.5392000002
2341,41,2767,2017-11-12,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,718000.3859999999
2342,64,1697,2017-12-06,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647.0,876594.4319999999
2343,89,1379,2017-05-31,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37874.0,78699.0426
2344,0,598,2017-07-30,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,4051.1387999999997
2345,2,604,2017-10-22,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,3833.2937999999995
2346,55,1258,2017-01-20,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,1134165.2044
2347,32,1679,2017-02-24,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37698.0,135847.499
2348,83,2301,2017-07-23,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,42218.0,1406722.0182
2349,39,2148,2017-05-30,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,36498.0,1055890.62
2350,66,331,2017-04-30,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,33879.0,310081.2858
2351,74,1653,2017-10-27,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,492345.5437
2352,77,2346,2017-07-21,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,34556.0,986170.481
2353,43,1860,2017-12-19,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,748186.5004
2354,53,25,2017-03-04,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42172.0,80790.6372
2355,32,1800,2017-05-08,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,834024.6
2356,39,320,2017-11-10,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,1055890.62
2357,25,3419,2017-12-25,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,35455.0,1276823.0535
2358,22,2029,2017-01-07,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,2730.9884
2359,19,3352,2017-09-03,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,86.5921
2360,63,1966,2017-01-08,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1519868.2059
2361,89,314,2017-10-24,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39427.0,1055890.62
2362,28,1914,2017-09-03,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,1316301.2904
2363,76,1223,2017-02-08,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0,330050.9935
2364,50,2138,2017-08-05,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,135847.499
2365,59,1466,2017-07-12,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,33364.0,1782006.9936
2366,27,620,2017-07-23,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698.0,194177.3016
2367,4,2369,2017-11-25,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38258.0,764962.9924000001
2368,36,2105,2017-03-03,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,37668.0,96106.7235
2369,62,2232,2017-03-04,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,42105.0,142835.95520000003
2370,45,2526,2017-04-01,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,37522.2351
2371,36,1971,2017-07-23,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,479683.40319999994
2372,18,1939,2017-10-15,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,40670.0,248200.24149999997
2373,0,1729,2017-04-26,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,97416.12
2374,0,3265,2017-05-01,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,97416.12
2375,67,2863,2017-07-08,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,205019.80199999997
2376,0,758,2017-04-10,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,35455.0,97416.12
2377,13,2879,2017-07-25,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,37838.0,685845.4603
2378,90,2940,2017-02-26,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37874.0,105421.7341
2379,12,745,2017-03-16,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,34586.0,198953.84
2380,20,172,2017-12-05,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,42404.0,2806614.4307
2381,39,2792,2017-01-18,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,1055890.62
2382,49,1562,2017-01-07,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37220.0,213473.35629999998
2383,56,1237,2017-04-02,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,422047.5544
2384,2,2313,2017-05-15,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,3833.2937999999995
2385,16,3421,2017-05-08,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,35378.0,2458162.4912
2386,56,3070,2017-07-09,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,33259.0,25354.294
2387,76,1681,2017-08-03,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,1224112.5806
2388,0,1742,2017-04-16,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,97416.12
2389,14,1926,2017-03-14,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,37499.0,2037808.79
2390,64,778,2017-04-29,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,3479856.996
2391,2,958,2017-11-26,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,310081.2858
2392,59,259,2017-06-07,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539.0,1782006.9936
2393,54,2269,2017-11-13,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,17375.7696
2394,26,2894,2017-02-02,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,42696.0,1519868.2059
2395,90,810,2017-08-11,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37539.0,105421.7341
2396,50,2724,2017-02-25,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,23203.408799999997
2397,31,2103,2017-11-19,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,39988.993800000004
2398,53,2956,2017-04-20,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,37823.0,80790.6372
2399,32,200,2017-04-18,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,38750.0,135847.499
2400,36,2340,2017-04-20,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,35560.0,479683.40319999994
2401,0,86,2017-07-30,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,36668.0,97416.12
2402,33,3154,2017-02-10,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,1530686.5392000002
2403,13,2382,2017-04-21,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,35378.0,685845.4603
2404,15,461,2017-12-03,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,34244.0,718000.3859999999
2405,9,1102,2017-12-09,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34143.0,495571.19599999994
2406,21,3409,2017-09-22,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,407860.1102
2407,83,227,2017-01-15,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,1406722.0182
2408,65,2573,2017-11-15,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,1407443.2405
2409,66,3080,2017-03-25,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,685845.4603
2410,84,1650,2017-04-07,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,471521.77199999994
2411,74,1445,2017-10-29,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,492345.5437
2412,66,1502,2017-05-17,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,34996.0,310081.2858
2413,2,3271,2017-10-01,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,42710.0,310081.2858
2414,7,2467,2017-12-09,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38216.0,229828.1391
2415,87,2659,2017-07-11,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,36668.0,73185.799
2416,18,473,2017-06-08,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,34244.0,248200.24149999997
2417,52,2743,2017-11-14,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,39031.0,1459182.684
2418,27,614,2017-08-07,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33552.0,194177.3016
2419,75,1175,2017-05-26,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,40410.0,1619016.3815000001
2420,70,1073,2017-04-02,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38193.0,147441.9996
2421,17,661,2017-09-04,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,78699.0426
2422,23,3308,2017-07-24,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,422047.5544
2423,66,1880,2017-02-09,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,685845.4603
2424,86,1599,2017-08-08,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,29470.244099999996
2425,22,1890,2017-05-19,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,2730.9884
2426,43,3019,2017-08-24,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,40672.0,748186.5004
2427,50,2794,2017-09-27,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,35707.0,23203.408799999997
2428,7,420,2017-01-27,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,1530686.5392000002
2429,39,1205,2017-03-07,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,1055890.62
2430,92,3249,2017-11-27,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539.0,1782006.9936
2431,0,1916,2017-04-19,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0,3833.2937999999995
2432,82,2312,2017-04-29,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,33879.0,791619.7152
2433,44,3499,2017-02-25,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,37668.0,192466.04640000002
2434,63,1348,2017-02-17,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1519868.2059
2435,4,1858,2017-04-10,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,40410.0,147711.888
2436,9,1182,2017-07-22,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,39298.0,495571.19599999994
2437,75,434,2017-03-08,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,41533.0,1619016.3815000001
2438,81,3284,2017-02-20,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,306091.71300000005
2439,43,1445,2017-10-24,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,748186.5004
2440,40,1328,2017-11-03,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,1275752.933
2441,43,2538,2017-11-25,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,33429.0,1272479.9958
2442,75,679,2017-10-29,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,1619016.3815000001
2443,69,1512,2017-06-21,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,986170.481
2444,23,1341,2017-02-21,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,422047.5544
2445,29,2463,2017-07-03,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,221453.1606
2446,38,2275,2017-08-16,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,813414.5124
2447,65,52,2017-12-03,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,40487.0,1407443.2405
2448,89,3247,2017-10-24,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37539.0,78699.0426
2449,99,963,2017-10-14,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009.0,2635114.3940000003
2450,72,2093,2017-03-24,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,129030.32800000001
2451,90,2279,2017-04-01,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,105421.7341
2452,96,914,2017-01-31,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38002.0,1224112.5806
2453,56,2341,2017-08-31,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,40779.0,25354.294
2454,40,1075,2017-10-14,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,1134165.2044
